sentence,explicitness
"And when she died at Avignon, though his friends may have regained an almost estranged companionship, Mill was, personally, the poorer.", 1
"Into the sorrow of that bereavement we cannot enter: we have no right or power to draw the veil.", 3
"""It is enough to quote the simple words, so eloquent of an unspoken grief--""I can say nothing which could describe, even in the faintest manner, what that loss was and is.""", 1
"But because I know that she would have wished it, I endeavour to make the best of what life I have left, and to work for her purposes with such diminished strength as can be derived from thoughts of her, and communion with her memory.", 1
"The Nellie, a cruising yawl, swung to her anchor without a flutter of the sails, and was at rest.", 1
"The flood had made, the wind was nearly calm, and being bound down the river, the only thing for it was to come to and wait for the turn of the tide.", 1
"The sea-reach of the Thames stretched before us like the beginning of an interminable waterway.", 1
"In the offing the sea and the sky were welded together without a joint, and in the luminous space the tanned sails of the barges drifting up with the tide seemed to stand still in red clusters of canvas sharply peaked, with gleams of varnished sprits.", 1
"A haze rested on the low shores that ran out to sea in vanishing flatness.", 1
"The air was dark above Gravesend, and farther back still seemed condensed into a mournful gloom, brooding motionless over the biggest, and the greatest, town on earth.", 3
"The Director of Companies was our captain and our host.", 1
"We four affectionately watched his back as he stood in the bows looking to seaward.", 1
"On the whole river there was nothing that looked half so nautical.", 3
"He resembled a pilot, which to a seaman is trustworthiness personified.", 1
"It was difficult to realize his work was not out there in the luminous estuary, but behind him, within the brooding gloom.", 1
"Between us there was, as I have already said somewhere, the bond of the sea.", 1
"Besides holding our hearts together through long periods of separation, it had the effect of making us tolerant of each other’s yarns—and even convictions.", 1
"The Lawyer—the best of old fellows—had, because of his many years and many virtues, the only cushion on deck, and was lying on the only rug.", 3
"The Accountant had brought out already a box of dominoes, and was toying architecturally with the bones.", 1
"Marlow sat cross-legged right aft, leaning against the mizzen-mast.", 1
"The director, satisfied the anchor had good hold, made his way aft and sat down amongst us.", 1
"We exchanged a few words lazily.", 1
"Afterwards there was silence on board the yacht.", 1
"For some reason or other we did not begin that game of dominoes.", 1
"We felt meditative, and fit for nothing but placid staring.", 1
"The day was ending in a serenity of still and exquisite brilliance.", 1
"The water shone pacifically; the sky, without a speck, was a benign immensity of unstained light; the very mist on the Essex marsh was like a gauzy and radiant fabric, hung from the wooded rises inland, and draping the low shores in diaphanous folds.", 1
"Only the gloom to the west, brooding over the upper reaches, became more sombre every minute, as if angered by the approach of the sun.", 3
"And at last, in its curved and imperceptible fall, the sun sank low, and from glowing white changed to a dull red without rays and without heat, as if about to go out suddenly, stricken to death by the touch of that gloom brooding over a crowd of men.", 3
"Forthwith a change came over the waters, and the serenity became less brilliant but more profound.", 1
"The old river in its broad reach rested unruffled at the decline of day, after ages of good service done to the race that peopled its banks, spread out in the tranquil dignity of a waterway leading to the uttermost ends of the earth.", 1
"We looked at the venerable stream not in the vivid flush of a short day that comes and departs for ever, but in the august light of abiding memories.", 1
"And indeed nothing is easier for a man who has, as the phrase goes, “followed the sea” with reverence and affection, than to evoke the great spirit of the past upon the lower reaches of the Thames.", 1
"The tidal current runs to and fro in its unceasing service, crowded with memories of men and ships it had borne to the rest of home or to the battles of the sea.", 1
"It had known and served all the men of whom the nation is proud, from Sir Francis Drake to Sir John Franklin, knights all, titled and untitled—the great knights-errant of the sea.", 1
"It had borne all the ships whose names are like jewels flashing in the night of time, from the Golden Hind returning with her rotund flanks full of treasure, to be visited by the Queen’s Highness and thus pass out of the gigantic tale, to the Erebus and Terror, bound on other conquests—and that never returned.", 1
